,E1,E2,W1,W2,N1,N2,S1,S2,Central,NE,NW,SE,SW
519,621.9,659.206,524.819,459.854,339.608,480.175,263.148,,441.25,598.59,338.817,836.007,372.923
520,753.857,634.004,245.702,452.859,317.808,453.101,294.208,,367.226,491.73,349.897,323.39,329.46
521,259.019,536.555,457.196,424.669,350.486,418.892,562.084,,357.314,539.379,407.298,465.634,701.313
522,338.304,625.378,495.227,260.439,444.87,318.468,606.526,,527.719,547.131,456.828,367.682,480.266
523,259.019,521.148,664.985,446.649,1000.232,530.523,416.073,,290.832,758.645,353.67,701.639,354.265
524,422.696,614.391,396.208,1001.527,718.757,249.935,606.526,,393.451,524.87,535.717,394.457,552.521
525,418.988,336.106,527.722,372.672,421.231,377.003,474.396,,283.89,649.485,245.057,948.904,411.825
526,353.322,234.747,495.261,1054.076,247.831,382.088,416.073,,914.908,314.029,364.299,457.343,1018.799
527,302.136,262.455,381.655,166.664,434.784,449.992,400.166,,241.352,436.934,258.883,519.981,582.409
528,367.395,299.245,351.815,447.896,710.64,544.559,620.633,,781.305,543.269,415.364,404.04,368.348
529,335.19,535.305,429.128,388.883,376.761,376.537,592.082,,473.525,474.292,298.747,434.461,411.825
530,336.352,541.065,408.402,343.587,261.237,412.135,394.722,,404.452,361.802,578.88,642.824,585.313
531,464.89,324.639,292.033,211.546,334.546,345.427,383.6,,329.427,382.088,371.513,367.682,454.876
532,418.988,267.652,506.561,439.198,266.41,431.276,372.147,,367.226,951.724,335.867,434.461,480.266
533,503.561,316.037,506.561,423.092,268.959,430.868,328.935,,401.481,292.625,480.888,571.399,640.65
534,475.674,199.88,442.975,166.664,292.071,348.462,271.247,,518.567,556.984,327.869,546.296,536.954
535,419.918,299.245,368.577,87.84,215.421,337.201,263.148,,500.558,404.399,379.028,338.798,424.0
536,364.196,334.05,321.553,583.324,305.77,343.9,460.509,,300.282,488.508,340.283,224.73,527.393
537,307.258,317.125,396.208,256.095,188.38,302.067,394.722,,1161.27,676.74,419.339,541.223,651.153
538,335.19,241.971,390.452,496.896,640.429,462.681,526.296,,520.87,530.523,324.308,432.278,573.606
539,418.988,307.196,450.576,263.519,444.102,880.67,335.449,,509.251,379.323,373.739,181.183,354.265
540,280.718,473.147,518.343,431.22,236.56,395.182,383.6,,505.318,234.729,359.255,181.183,585.313
541,425.456,283.888,533.412,175.679,208.989,360.344,465.184,,493.332,393.847,255.009,293.013,494.19
542,201.424,299.245,533.412,373.706,235.113,377.003,416.073,,625.299,556.354,292.008,382.702,368.348
543,162.873,148.467,518.343,424.912,653.614,349.969,328.935,,423.722,481.635,350.371,224.73,407.686
544,399.933,378.518,506.561,459.797,313.484,345.427,383.6,,255.798,645.963,464.392,355.33,501.007
545,300.843,234.747,393.341,175.679,492.9,379.323,383.6,,267.985,504.413,375.068,767.052,497.61
546,312.295,538.512,313.23,223.948,233.657,393.847,416.073,,344.812,509.604,535.717,653.266,291.204
547,412.419,356.977,393.341,372.672,413.051,434.518,394.722,,344.812,498.816,437.158,603.015,339.6
548,529.982,672.212,366.524,306.811,413.051,285.953,478.936,,290.832,628.338,305.338,517.368,339.6
549,326.942,365.557,381.655,1123.524,399.615,375.136,530.391,,357.314,337.201,500.165,854.271,411.825
550,374.754,241.971,495.261,397.711,413.051,285.339,478.936,,164.714,378.86,328.374,321.765,354.265
551,302.136,393.682,358.193,223.948,761.629,395.182,460.509,,644.157,473.922,404.437,719.488,593.943
552,337.51,592.125,329.665,196.416,1801.622,1726.53,400.166,,,318.468,465.364,337.096,660.195
553,415.247,546.133,442.975,223.948,994.664,500.118,474.396,,,341.853,420.217,541.223,466.829
554,436.32,556.751,486.031,277.773,994.664,427.846,441.312,,,548.412,433.87,301.508,298.28
555,436.32,209.964,405.621,982.078,877.113,923.968,465.184,,,558.871,457.785,449.461,380.727
556,487.821,262.455,274.721,157.132,367.401,457.263,565.921,,,353.461,365.061,629.646,455.996
557,530.718,199.88,259.171,202.222,402.855,320.269,328.935,,,629.732,417.034,402.477,1176.244
558,389.055,211.598,271.96,416.66,223.464,258.972,400.166,,,361.802,326.521,421.84,505.882
559,450.398,409.968,330.808,343.587,201.427,444.133,465.184,,,914.874,424.556,513.422,543.97
560,302.136,634.251,259.171,196.416,1758.89,496.953,354.274,,,428.008,403.223,493.634,721.686
561,302.136,459.108,358.193,202.222,257.529,837.989,441.312,,,703.189,319.298,486.14,322.438
562,287.583,1049.819,347.498,223.948,201.427,390.231,465.184,,,600.639,457.421,378.6,399.935
563,291.624,473.147,415.729,186.336,391.061,522.494,530.391,,,431.276,387.206,1004.295,360.496
564,218.16,375.778,385.589,424.912,279.33,730.326,501.018,,,577.099,329.062,373.954,271.985
565,212.728,157.473,276.091,229.058,280.723,402.18,526.296,,,319.018,507.488,306.665,360.496
566,251.393,234.747,270.569,372.672,503.569,314.05,460.509,,,956.138,318.776,396.197,604.054
567,488.62,541.065,412.996,256.095,437.22,282.295,530.391,,,389.817,273.796,712.724,588.122
568,627.705,216.426,388.514,200.305,565.599,359.72,421.242,,,403.53,318.776,468.936,917.456
569,280.718,331.982,521.97,362.172,426.378,266.48,478.936,,,462.681,459.6,561.243,360.496
570,487.821,262.455,303.439,348.049,280.723,317.796,416.073,,,459.255,322.93,560.931,404.903
571,419.918,382.14,307.148,310.56,454.716,506.39,606.526,,,617.919,369.596,489.366,341.997
572,357.711,540.428,412.082,196.416,672.715,168.537,237.198,,,327.701,288.606,281.088,729.95
573,503.561,258.488,384.61,277.773,284.861,470.865,416.073,,,415.949,530.596,390.42,161.219
574,480.569,458.358,426.482,211.546,339.819,115.816,383.6,,,536.77,491.479,383.645,223.57
575,340.96,645.554,388.514,412.94,197.516,391.241,335.449,,,368.053,302.142,669.472,379.411
576,680.201,341.191,357.137,235.699,375.8,376.859,394.722,,,320.117,273.796,528.851,322.438
577,475.674,473.147,390.452,588.591,252.944,125.62,460.509,,,327.165,302.142,587.12,316.176
578,325.746,430.458,297.156,216.948,618.322,605.065,526.296,,,498.816,479.121,404.493,325.523
579,336.352,283.888,393.341,323.937,1099.367,298.595,530.391,,,378.86,479.121,394.429,562.936
580,474.031,575.608,358.193,721.142,711.057,328.779,478.936,,,474.292,310.302,224.373,240.793
581,450.398,258.488,440.411,310.56,291.629,266.48,400.166,,,322.302,514.011,245.93,322.438
582,345.506,270.214,440.411,492.216,454.716,314.05,595.726,,,285.953,416.234,491.86,380.727
583,458.127,278.993,447.214,273.575,287.587,338.242,460.509,,,254.802,324.987,378.138,254.909
584,437.213,316.037,474.242,237.33,318.485,177.653,354.274,,,463.817,225.778,332.903,474.264
585,415.247,808.514,501.319,817.428,291.629,467.502,328.935,,,411.283,496.537,411.774,230.18
586,521.823,434.44,494.498,439.198,187.38,238.347,335.449,,,450.382,354.41,393.097,353.496
587,583.248,270.214,439.554,668.967,225.203,815.078,328.935,,,528.866,439.592,450.3,254.909
588,487.821,936.784,470.247,509.924,474.86,251.24,294.208,,,353.461,352.525,320.053,271.985
589,542.352,274.011,457.227,175.679,475.681,196.626,421.242,,,571.906,365.517,299.747,385.942
590,573.127,274.011,550.129,262.051,519.583,170.861,383.6,,,455.804,220.553,249.459,353.496
591,158.01,688.913,579.525,211.546,1131.888,226.464,279.11,,,409.144,426.122,436.502,291.5
592,363.123,267.652,688.997,558.318,88.332,264.995,294.208,,,599.762,693.617,517.153,412.243
593,454.709,237.663,796.691,530.686,731.076,286.457,328.935,,,304.958,675.363,467.817,482.622
594,624.59,407.44,582.124,417.585,587.257,417.58,271.247,,,378.86,805.0,524.87,379.411
595,437.213,390.167,694.996,416.66,225.203,436.065,335.449,,,889.985,863.314,326.541,388.667
596,357.711,199.88,393.341,334.484,263.519,417.58,465.184,,,468.335,588.644,243.07,886.297
597,494.966,664.483,310.811,660.26,195.531,355.306,279.11,,,418.892,271.351,450.3,877.227
598,554.445,342.199,297.156,397.711,550.216,320.269,263.148,,,530.523,426.122,557.806,507.635
599,515.05,299.245,282.843,263.519,533.658,317.796,526.296,,,320.117,444.116,411.774,119.238
600,336.352,306.072,450.576,314.265,437.22,616.05,530.391,,,331.957,213.647,367.352,214.959
601,318.48,263.764,366.524,641.29,519.583,366.242,294.208,,,285.953,330.577,169.315,210.784
602,336.352,224.242,550.129,295.277,337.515,382.058,383.6,,,598.59,433.87,385.463,357.713
603,399.933,299.245,467.026,709.819,502.793,506.39,354.274,,,272.763,204.075,502.409,256.43
604,515.05,342.199,412.082,223.948,613.254,524.754,416.073,,,675.443,436.574,349.302,415.197
605,502.785,259.817,420.243,335.635,379.929,636.832,735.52,,,349.969,399.123,337.078,245.814
606,364.196,378.518,472.648,503.069,487.828,302.533,460.509,,,337.721,625.7,539.648,329.255
607,454.709,189.259,467.833,596.405,302.141,491.365,465.184,,,420.981,399.123,319.507,282.797
608,450.398,448.483,292.033,752.043,759.859,702.236,441.312,,,,438.287,557.806,339.879
609,357.711,131.227,381.655,431.22,454.716,565.289,460.509,,,,603.75,318.411,463.725
610,395.026,248.987,405.621,237.33,263.519,226.464,421.242,,,,229.483,573.566,252.941
611,433.629,382.14,447.214,416.66,339.819,342.875,465.184,,,,345.515,286.02,282.797
612,418.988,262.455,384.61,222.219,845.405,258.972,263.148,,,,612.226,313.431,379.411
613,638.183,577.997,524.854,211.546,1126.014,231.631,460.509,,,,209.414,436.502,465.637
614,335.19,473.147,447.214,527.77,415.253,676.483,394.722,,,,429.868,299.163,214.959
615,353.322,288.7,420.243,807.457,480.577,341.723,394.722,,,,344.7,423.081,388.667
616,237.015,241.971,415.729,305.551,509.729,845.021,,,,,322.22,209.047,133.312
617,363.123,823.707,302.193,117.849,487.828,266.48,,,,,271.351,280.466,306.906
618,308.525,222.7,467.026,361.106,363.128,497.746,,,,,427.293,187.91,298.094
619,367.395,259.817,226.541,202.222,379.929,405.112,,,,,624.351,302.071,238.475
620,312.295,237.663,313.23,285.985,581.247,586.525,,,,,427.683,467.443,256.43
621,502.785,189.259,280.162,256.095,415.253,438.771,,,,,245.57,467.443,1056.447
622,308.525,320.367,412.082,516.689,494.973,308.984,,,,,469.285,461.799,329.255
623,418.988,414.978,460.517,662.593,252.944,539.581,,,,,240.082,205.675,126.47
624,,,,,592.548,327.576,,,,,201.612,431.67,306.906
625,,,,,187.38,308.984,,,,,292.049,489.366,983.258
626,,,,,436.327,314.05,,,,,271.351,430.047,507.635
627,,,,,300.847,579.079,,,,,294.322,396.197,337.255
628,,,,,279.33,337.073,,,,,310.302,371.139,471.328
629,,,,,1012.16,293.262,,,,,421.405,529.182,168.627
630,,,,,751.599,341.723,,,,,285.122,534.768,282.797
631,,,,,569.723,607.668,,,,,895.145,542.234,188.531
632,,,,,139.665,338.242,,,,,285.122,427.193,337.255
633,,,,,212.731,286.457,,,,,271.351,355.748,381.746
634,,,,,636.97,464.963,,,,,464.647,436.502,227.021
635,,,,,399.939,365.163,,,,,318.776,385.463,173.817
636,,,,,774.605,282.295,,,,,273.796,394.429,306.906
637,,,,,494.973,685.751,,,,,318.776,363.044,214.959
638,,,,,169.91,1319.008,,,,,288.606,376.284,549.658
639,,,,,307.263,366.242,,,,,376.297,332.903,339.879
640,,,,,312.3,417.58,,,,,994.583,378.138,329.255
641,,,,,364.201,258.972,,,,,594.277,357.219,521.451
642,,,,,767.013,505.61,,,,,303.792,450.3,507.635
643,,,,,468.242,328.779,,,,,274.404,354.764,227.021
644,,,,,363.128,258.972,,,,,611.954,385.009,549.658
645,,,,,336.357,266.48,,,,,237.29,418.094,415.197
646,,,,,480.577,303.834,,,,,220.553,385.463,282.797
647,,,,,487.828,758.935,,,,,433.87,318.411,173.817
648,,,,,308.53,278.071,,,,,256.194,505.184,421.568
649,,,,,474.86,506.39,,,,,612.226,390.42,321.057
650,,,,,251.397,365.163,,,,,461.77,341.201,339.879
651,,,,,412.425,231.631,,,,,310.839,526.532,306.906
652,,,,,,,,,,,,363.044,
653,,,,,,,,,,,,198.759,
654,,,,,,,,,,,,225.15,
655,,,,,,,,,,,,227.467,
656,,,,,,,,,,,,280.466,
